ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID,ADDRESS_ENTERP_CODE
8664385553515842,Eduardo Alves Portela Santos,Santos,"SANTOS, E. A. P.;Santos, Eduardo Alves Portela;Santos, Eduardo;Santos, Eduardo A.P.;Santos, Eduardo A. P.;PORTELA SANTOS, EDUARDO ALVES;A.P. SANTOS, EDUARDO;Eduardo Alves Portela Santos;SANTOS, E.A.P.;Alves Portela Santos, Eduardo;SANTOS, EDUARDO A. PORTELA;dos Santos, Eduardo Alves Portela;Portela, Eduardo;Portela Santos, Eduardo A.",Salvador,BA,"Possui graduação em Engenharia Mecânica pela Universidade Federal da Bahia (1993), mestrado em Engenharia Mecânica pela Universidade Federal de Santa Catarina (1996) e doutorado em Engenharia Elétrica pela Universidade Federal de Santa Catarina (2003). Realizou estágio pós doutoral na Universidade Tecnológica de Eindhoven (Holanda) (2009). Atualmente é professor da Universidade Federal do Paraná (UFPR) e foi, no período 1996-2022, Professor da Pontifícia Universidade Católica do Paraná (PUCPR), onde chegou a Professor Titular. É professor no curso de Administração Aplicada na UFPR. É membro permanente dos Programas de Pós Graduação em Gestão de Organizações, Liderança e Decisão e do Programa de Métodos Numéricos em Engenharia, ambos da Universidade Federal do Paraná. Coordena e participa de projetos de desenvolvimento tecnológico em parceria com empresas do setor metal-mecânico na área de operações aplicando técnicas de análise de dados. Atua também na área de saúde aplicando técnicas e ferramentas de análise de dados e de processos. Atua como pesquisador  nos seguintes temas: mineração de processos, gerenciamento de processos de negocio, sistemas a eventos discretos, sistemas de informação, suporte a tomada de decisão na manutenção, interoperabilidade, diagnóstico e avaliação de maturidade e desempenho de sistemas de operação e manutenção industrial sob requisitos da indústria 4.Atualmente tem pesquisado técnicas de monitoramento preditivo no contexto de mineração de processos.",12-09-2024,Pontifícia Universidade Católica do Paraná,,020700000008
