ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID,ADDRESS_ENTERP_CODE
4137381662041428,Pedro Vinícius Eckel Moreira,Moreira,"MOREIRA, P. V. E.;MOREIRA, PEDRO VINÍCIUS ECKEL",Goiânia,GO,"Pedro Eckel é um profissional dedicado e entusiasmado, com formação em Administração e atualmente cursando mestrado em Gestão de Organizações, Liderança e Decisão. Sua linha de pesquisa, Operações e Sistemas de Decisão, foca no desenvolvimento de tecnologias para apoio na tomada de decisão. Com sólida formação acadêmica e experiência na área, Pedro busca contribuir para o avanço do conhecimento e aprimoramento das práticas de gestão organizacional. Sua trajetória demonstra um comprometimento com a excelência, o trabalho em equipe e o constante desenvolvimento de suas habilidades, visando melhorar a eficiência e eficácia das organizações e promover o progresso tecnológico e social no Brasil.",23-05-2024,,https://orcid.org/0009-0002-7327-0549,
