ID,COURSE,YEAR,AUTHOR
8664385553515842,Controladores Lógicos Programáveis Especialização em Mecatrônica Industrial Turma 4,2006,['Eduardo Alves Portela Santos']
8664385553515842,Modelagem e Controle de Sistemas a Eventos Discretos Especialização em Mecatrônica Industrial Turma 1,2005,['Eduardo Alves Portela Santos']
8664385553515842,"Especialização em Engenharia, Projeto e Manufatura Assistidos por Computador",2004,['Eduardo Alves Portela Santos']
8664385553515842,Sistemas Industriais Especialização em Engenharia de Produção,2005,"['Eduardo Alves Portela Santos', 'Marco Antônio Busetti De Paula']"
8664385553515842,Especialização em Mecatrônica Industrial Turma 1,2005,"['Eduardo Alves Portela Santos', 'Marco Antônio Busetti De Paula']"
8664385553515842,Especialização em Mecatrônica Industrial Turma 2,2005,"['Eduardo Alves Portela Santos', 'Marco Antônio Busetti De Paula']"
8664385553515842,Especialização em Mecatrônica Industrial Turma 3,2006,"['Eduardo Alves Portela Santos', 'Marco Antônio Busetti De Paula']"
8664385553515842,Especialização em Mecatrônica Industrial Turma 4,2006,"['Eduardo Alves Portela Santos', 'Marco Antônio Busetti De Paula']"
8664385553515842,Controladores Lógico Programáveis Especialização em Mecatrônica Industrial Turma 3,2006,['Eduardo Alves Portela Santos']
